no attack,,,,,,,,,,reflection,,,,,,,,,,scale,,,,,,,
observable,,,error,,,input,,,,observable,,,error,,,input,,,,observable,,,error,,,input,
x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w
0.396762,0.074669,0.475608,0.004593,-0.004112,-0.120076,0.022289,-0.019415,,,0.411149,0.074249,0.471669,0.003582,-0.004215,-0.111761,0.02000025,0.002022,,,0.408881,0.07157,0.472574,0.006476,-0.00467,-0.113544,0.0129602,-0.014017
0.397932,0.075271,0.473626,0.004337,-0.004365,-0.119483,0.021778,-0.02647,,,0.412796,0.075086,0.470497,0.003896,-0.004441,-0.108914,0.020709,0.000804,,,0.410729,0.072514,0.472527,0.004906,-0.004909,-0.112953,0.0112332,-0.017871
0.399736,0.07619,0.469668,0.003887,-0.004608,-0.117391,0.020879,-0.0280782,,,0.414421,0.075911,0.467646,0.003891,-0.004676,-0.109602,0.0206955,0.007467,,,0.414021,0.074194,0.470679,0.003601,-0.005134,-0.110357,0.0097988,-0.017356
0.401792,0.077229,0.466951,0.004221,-0.004849,-0.115788,0.021547,-0.0316771,,,0.416318,0.07687,0.468036,0.004237,-0.004915,-0.111236,0.021468375,0.016402,,,0.416684,0.075546,0.468899,0.005216,-0.005371,-0.111177,0.0115731,-0.024529
0.403126,0.077899,0.464237,0.004337,-0.005075,-0.11272,0.021779,-0.0297442,,,0.417899,0.07767,0.469074,0.004547,-0.005142,-0.110037,0.022163625,0.019277,,,0.41682,0.075615,0.469012,0.00702,-0.005627,-0.114498,0.0135542,-0.037578
0.406365,0.079514,0.460914,0.004673,-0.005301,-0.111442,0.022449,-0.0346113,,,0.419525,0.078493,0.466985,0.004297,-0.00537,-0.109651,0.02159775,0.024059,,,0.41709,0.075752,0.471446,0.006249,-0.005811,-0.108017,0.0127072,-0.028516
0.407999,0.080322,0.457231,0.00481,-0.005523,-0.109956,0.022718,-0.0388902,,,0.42165,0.079563,0.465413,0.003931,-0.005585,-0.10759,0.02076975,0.025212,,,0.420709,0.077571,0.460309,0.003002,-0.005991,-0.101348,0.0091366,-0.019138
0.409818,0.081211,0.451838,0.003958,-0.005744,-0.108993,0.021007,-0.0453264,,,0.423892,0.080682,0.461871,0.004212,-0.005784,-0.103301,0.021400875,0.021494,,,0.424568,0.079473,0.455629,0.004413,-0.006209,-0.103174,0.0106843,-0.028775
0.411345,0.081949,0.447445,0.003645,-0.005958,-0.106796,0.020377,-0.0473817,,,0.425571,0.081512,0.455806,0.004125,-0.005989,-0.101845,0.02119725,0.02408,,,0.42525,0.079807,0.455679,0.006536,-0.006427,-0.104608,0.0130141,-0.037754
0.413516,0.082982,0.440647,0.00377,-0.006161,-0.103767,0.020621,-0.0464178,,,0.427573,0.082489,0.45228,0.004603,-0.006179,-0.099069,0.022267125,0.023759,,,0.425523,0.07994,0.451571,0.004886,-0.006561,-0.094725,0.0112002,-0.021187
0.414845,0.083605,0.436294,0.004217,-0.006363,-0.102031,0.021506,-0.050372,,,0.429078,0.083215,0.44714,0.004322,-0.006365,-0.096701,0.021623625,0.02443,,,0.428674,0.081448,0.442796,0.003984,-0.006749,-0.094669,0.0102014,-0.026792
0.417443,0.084801,0.428499,0.00439,-0.006555,-0.099711,0.021845,-0.0521927,,,0.431271,0.084261,0.442115,0.00373,-0.006553,-0.095389,0.020282625,0.027554,,,0.43229,0.083155,0.439122,0.003535,-0.006941,-0.095111,0.0097009,-0.033711
0.419219,0.085606,0.42315,0.004643,-0.006736,-0.097071,0.02234,-0.0528455,,,0.433744,0.085426,0.437854,0.003977,-0.006733,-0.093779,0.020824875,0.030117,,,0.433849,0.083885,0.437087,0.005064,-0.007127,-0.094826,0.0113773,-0.039169
0.421483,0.086619,0.418184,0.004495,-0.006906,-0.093959,0.022034,-0.0517609,,,0.435465,0.086226,0.433003,0.004215,-0.006917,-0.093465,0.021346875,0.035669,,,0.434446,0.084162,0.433088,0.006112,-0.007284,-0.091267,0.0125246,-0.03731
0.423266,0.087404,0.412098,0.004142,-0.007073,-0.091279,0.021318,-0.0525072,,,0.437189,0.08702,0.429157,0.004405,-0.007094,-0.092809,0.02175975,0.04058,,,0.435735,0.084751,0.424594,0.004467,-0.007441,-0.089234,0.0107085,-0.038888
0.424567,0.087969,0.406713,0.004177,-0.007248,-0.091106,0.021373,-0.0628772,,,0.438963,0.087826,0.42468,0.004658,-0.007259,-0.090494,0.022314375,0.041961,,,0.438782,0.086122,0.421106,0.003908,-0.007621,-0.090928,0.0100837,-0.04901
0.426897,0.088957,0.396564,0.004628,-0.007413,-0.089555,0.02226,-0.0683206,,,0.440695,0.088604,0.418256,0.004694,-0.007407,-0.086708,0.022383,0.040102,,,0.441602,0.08738,0.417359,0.004482,-0.007788,-0.089916,0.0107074,-0.053398
0.428814,0.089753,0.390208,0.004723,-0.007572,-0.088026,0.022436,-0.0740292,,,0.442642,0.089458,0.410075,0.003559,-0.007556,-0.084083,0.01981125,0.040955,,,0.442852,0.087931,0.412102,0.005875,-0.007941,-0.087959,0.0122309,-0.055709
0.431673,0.090917,0.382803,0.00511,-0.007714,-0.084832,0.023196,-0.0735702,,,0.445664,0.090759,0.402769,0.003629,-0.00771,-0.082726,0.01995075,0.044811,,,0.443363,0.088153,0.406645,0.006282,-0.008056,-0.082577,0.0126731,-0.050278
0.432967,0.091432,0.375495,0.004434,-0.007849,-0.08173,0.021829,-0.0736382,,,0.447576,0.091568,0.396449,0.003826,-0.007857,-0.081244,0.020376,0.048492,,,0.445696,0.089136,0.392799,0.005387,-0.008148,-0.075654,0.011682,-0.041417
0.435303,0.092337,0.363838,0.004118,-0.007994,-0.081069,0.021179,-0.0831616,,,0.449376,0.092314,0.389722,0.00402,-0.008,-0.080143,0.020793375,0.053131,,,0.44865,0.090337,0.380976,0.003041,-0.008268,-0.072905,0.0090926,-0.042118
0.436535,0.092801,0.356866,0.004249,-0.008126,-0.07834,0.021425,-0.0852883,,,0.451181,0.093049,0.383098,0.004713,-0.008092,-0.070488,0.022341375,0.03911,,,0.452036,0.091686,0.37586,0.00424,-0.008414,-0.076055,0.0103994,-0.055947
0.439031,0.093714,0.345429,0.004565,-0.008244,-0.074632,0.02204,-0.0838943,,,0.452593,0.093608,0.367644,0.004336,-0.00821,-0.071187,0.0214695,0.047486,,,0.453026,0.092074,0.372466,0.005954,-0.008554,-0.078003,0.0122727,-0.067362
0.440581,0.094266,0.339587,0.004745,-0.008357,-0.072127,0.022382,-0.0870444,,,0.454936,0.094496,0.362269,0.002826,-0.00835,-0.074006,0.018048375,0.060989,,,0.453356,0.092202,0.366152,0.005744,-0.008606,-0.068052,0.0120362,-0.052454
0.443499,0.095276,0.327236,0.00498,-0.008456,-0.068956,0.022835,-0.0878128,,,0.458322,0.095775,0.358744,0.003264,-0.008458,-0.067796,0.019017,0.055314,,,0.455536,0.09302,0.352791,0.005486,-0.008681,-0.063796,0.0117425,-0.05015
0.444915,0.09575,0.319428,0.004738,-0.008562,-0.068334,0.022331,-0.0982899,,,0.459962,0.096377,0.345923,0.003097,-0.008574,-0.067263,0.01861875,0.06187,,,0.45849,0.094082,0.337868,0.003063,-0.008748,-0.058079,0.0090684,-0.044965
0.447228,0.096495,0.304041,0.004515,-0.008655,-0.065348,0.021867,-0.1004285,,,0.462132,0.097149,0.338515,0.003464,-0.008673,-0.063392,0.019425375,0.061438,,,0.462173,0.095358,0.329332,0.004195,-0.008863,-0.062537,0.0103004,-0.06211
0.449042,0.097053,0.293583,0.004466,-0.008743,-0.062699,0.02175,-0.1040631,,,0.46383,0.097737,0.32751,0.004276,-0.008734,-0.054925,0.0212355,0.051015,,,0.463179,0.0957,0.32591,0.005733,-0.00898,-0.066549,0.0119801,-0.078589
0.45108,0.09766,0.285578,0.004657,-0.008813,-0.058539,0.022115,-0.1022849,,,0.465152,0.098174,0.311654,0.005208,-0.008765,-0.047195,0.0233145,0.041834,,,0.463563,0.095829,0.323113,0.007727,-0.009052,-0.064895,0.0141625,-0.082724
0.454268,0.09857,0.269103,0.005122,-0.008873,-0.054829,0.023027,-0.1022254,,,0.466359,0.098552,0.296285,0.003222,-0.008886,-0.057396,0.01881675,0.07172,,,0.465201,0.096357,0.307776,0.004693,-0.009014,-0.048005,0.0108207,-0.05354
0.45566,0.09895,0.262011,0.004486,-0.008932,-0.0525,0.021735,-0.1074869,,,0.470206,0.099735,0.2986,0.002852,-0.008969,-0.053674,0.01796175,0.072423,,,0.468831,0.097471,0.289209,0.004555,-0.009068,-0.046813,0.0106568,-0.058863
0.457422,0.099413,0.25186,0.003759,-0.008986,-0.048823,0.020264,-0.1083216,,,0.472628,0.100469,0.286752,0.002742,-0.009049,-0.051747,0.017695125,0.077039,,,0.47165,0.09829,0.276551,0.004653,-0.009128,-0.047264,0.0107547,-0.067972
0.459952,0.100042,0.23655,0.004037,-0.009037,-0.045882,0.020802,-0.1121466,,,0.474792,0.101096,0.276464,0.00316,-0.009103,-0.044707,0.018615375,0.070956,,,0.472965,0.098661,0.271981,0.005338,-0.009163,-0.044317,0.0114972,-0.06989
0.461258,0.10035,0.226926,0.00435,-0.009086,-0.044542,0.021409,-0.1219743,,,0.4765,0.101568,0.260835,0.003726,-0.009122,-0.035161,0.019872,0.059355,,,0.474382,0.099047,0.260446,0.005663,-0.00919,-0.041934,0.0118437,-0.073065
0.463754,0.100901,0.209124,0.004377,-0.009119,-0.041136,0.021446,-0.1245192,,,0.478093,0.101978,0.242479,0.003846,-0.009145,-0.032815,0.020120625,0.062856,,,0.47698,0.099716,0.245197,0.004461,-0.009186,-0.034628,0.0105138,-0.065875
0.465142,0.101189,0.20023,0.004706,-0.009143,-0.037866,0.022086,-0.1277356,,,0.480062,0.10245,0.231108,0.003816,-0.009178,-0.032812,0.020032875,0.071599,,,0.480424,0.100548,0.230306,0.004679,-0.009234,-0.038044,0.0107426,-0.081889
0.468821,0.101894,0.180969,0.004777,-0.009141,-0.03217,0.022211,-0.1221732,,,0.482158,0.102934,0.221872,0.004246,-0.009178,-0.026684,0.020982375,0.0675,,,0.48146,0.100789,0.225493,0.005794,-0.009257,-0.037252,0.0119592,-0.089085
0.47074,0.102234,0.170627,0.005039,-0.009147,-0.030225,0.02272,-0.1303247,,,0.483864,0.103307,0.206312,0.004778,-0.009138,-0.017499,0.022163625,0.056692,,,0.482596,0.101042,0.210972,0.004842,-0.009195,-0.024454,0.0109043,-0.070456
0.473088,0.102617,0.153389,0.004176,-0.009124,-0.023913,0.020979,-0.1228923,,,0.485502,0.103634,0.187505,0.004974,-0.009101,-0.014437,0.0225855,0.058653,,,0.485373,0.101613,0.19446,0.003827,-0.009168,-0.018174,0.0097801,-0.066089
0.474465,0.102824,0.145265,0.003665,-0.009116,-0.020406,0.019943,-0.1260968,,,0.487421,0.103978,0.174637,0.00288,-0.009128,-0.020825,0.017854875,0.081288,,,0.488507,0.102204,0.178374,0.004731,-0.00919,-0.023368,0.0107646,-0.086177
0.476948,0.103162,0.126381,0.003969,-0.009098,-0.016183,0.020536,-0.1269383,,,0.491509,0.104698,0.171046,0.002805,-0.009128,-0.016486,0.0176715,0.081909,,,0.489803,0.102433,0.171522,0.005799,-0.009171,-0.021513,0.0119317,-0.091432
0.478682,0.103369,0.109285,0.004164,-0.009085,-0.015483,0.020911,-0.1404346,,,0.493706,0.105064,0.156564,0.002799,-0.009118,-0.012825,0.017643375,0.083942,,,0.491051,0.10264,0.156871,0.005029,-0.009079,-0.01001,0.0110781,-0.075986
0.480192,0.103527,0.097751,0.004445,-0.009046,-0.010667,0.02146,-0.139333,,,0.495833,0.105384,0.142607,0.003056,-0.009084,-0.005185,0.018205875,0.07771,,,0.493655,0.103027,0.139792,0.004683,-0.00903,-0.007302,0.0106909,-0.079396
0.482612,0.103746,0.081276,0.004595,-0.008995,-0.006055,0.02175,-0.1389131,,,0.49774,0.105641,0.124527,0.003104,-0.009043,-0.000723,0.0183015,0.077973,,,0.496817,0.103442,0.123024,0.004224,-0.008989,-0.005709,0.0101794,-0.085422
0.484177,0.103865,0.069889,0.004861,-0.008919,0.000323,0.022269,-0.1319618,,,0.499826,0.105886,0.109492,0.003428,-0.008993,0.003539,0.019017,0.078662,,,0.499079,0.10371,0.11178,0.004995,-0.008934,-0.002279,0.0110209,-0.087673
0.487486,0.104069,0.054337,0.004932,-0.008856,0.002204,0.022402,-0.1411197,,,0.501639,0.106073,0.094535,0.004032,-0.008908,0.011186,0.02036475,0.072052,,,0.500035,0.103813,0.100354,0.006496,-0.008872,-0.001863,0.0126665,-0.096024
0.48961,0.10417,0.039882,0.005123,-0.00877,0.006477,0.022776,-0.1416654,,,0.503202,0.106206,0.076083,0.004727,-0.008786,0.02082,0.021916125,0.060896,,,0.501195,0.103917,0.085147,0.005839,-0.008743,0.006648,0.0119383,-0.086972
0.491456,0.104231,0.026099,0.003948,-0.00868,0.011038,0.020417,-0.1413254,,,0.504692,0.106304,0.055545,0.004209,-0.008732,0.013657,0.02074275,0.084945,,,0.504073,0.10413,0.063458,0.004129,-0.00861,0.016757,0.0100529,-0.07479
0.493962,0.10427,0.006987,0.00395,-0.008598,0.014427,0.020415,-0.1455057,,,0.507245,0.106438,0.051719,0.003925,-0.008662,0.013196,0.020098125,0.095366,,,0.507358,0.104315,0.048619,0.004822,-0.008551,0.012272,0.0108119,-0.093493
0.495481,0.104271,-0.005188,0.004223,-0.008511,0.017083,0.020954,-0.152185,,,0.509622,0.106549,0.041114,0.003996,-0.008562,0.018794,0.02025,0.093153,,,0.508925,0.104385,0.039947,0.006011,-0.008464,0.012727,0.0121176,-0.101823
0.497834,0.104235,-0.024029,0.004561,-0.008403,0.021713,0.021624,-0.1516036,,,0.511696,0.106616,0.024388,0.004206,-0.008455,0.023197,0.020716875,0.093291,,,0.509937,0.104418,0.024753,0.005077,-0.008286,0.025756,0.0110858,-0.083291
0.49915,0.104194,-0.037406,0.004463,-0.008286,0.02598,0.021424,-0.1521136,,,0.51362,0.106646,0.008809,0.00459,-0.008321,0.030581,0.02157525,0.086994,,,0.512772,0.104463,0.00625,0.004148,-0.008135,0.034003,0.0100617,-0.074944
0.501981,0.104056,-0.057629,0.004821,-0.008156,0.03062,0.022137,-0.1509916,,,0.515391,0.106647,-0.00979,0.005167,-0.008167,0.037129,0.022867875,0.082051,,,0.51586,0.104451,-0.013211,0.004791,-0.008039,0.030242,0.0107679,-0.091749
0.504027,0.103925,-0.069988,0.005053,-0.008011,0.035711,0.022601,-0.1478449,,,0.51696,0.106618,-0.027575,0.004409,-0.008024,0.038643,0.02116125,0.087418,,,0.51753,0.104422,-0.023297,0.005986,-0.007906,0.032472,0.0120813,-0.095874
0.50597,0.103774,-0.087201,0.005158,-0.00785,0.040961,0.022809,-0.1436663,,,0.519819,0.106515,-0.040337,0.003025,-0.007912,0.03809,0.018048375,0.097516,,,0.518188,0.104405,-0.034167,0.006469,-0.007753,0.034517,0.0126126,-0.099978
0.508414,0.103541,-0.103558,0.004421,-0.007687,0.045815,0.021335,-0.1407474,,,0.523283,0.106361,-0.051031,0.003205,-0.007793,0.040276,0.01845675,0.102007,,,0.520564,0.104297,-0.053887,0.005294,-0.007542,0.045152,0.011319,-0.085755
0.509949,0.103373,-0.115195,0.004602,-0.007514,0.051824,0.021696,-0.1334799,,,0.525203,0.106251,-0.064449,0.003489,-0.00765,0.046157,0.019094625,0.098603,,,0.523848,0.104088,-0.073638,0.003739,-0.007355,0.053022,0.0096085,-0.077484
0.51236,0.103071,-0.134137,0.004665,-0.007352,0.052703,0.021828,-0.1439366,,,0.527046,0.106117,-0.081534,0.004112,-0.007478,0.053829,0.0204975,0.090966,,,0.526825,0.103845,-0.0884,0.004596,-0.007209,0.051913,0.0105545,-0.087926
0.514565,0.102755,-0.147992,0.004807,-0.007166,0.057545,0.022113,-0.1399501,,,0.528558,0.105978,-0.100369,0.004747,-0.007268,0.063643,0.02192625,0.078207,,,0.528034,0.103733,-0.098453,0.006413,-0.007054,0.050495,0.0125554,-0.098719
0.516366,0.102477,-0.157688,0.004916,-0.006971,0.06177,0.022336,-0.1376228,,,0.530068,0.105811,-0.121293,0.005022,-0.007068,0.066309,0.02255175,0.079834,,,0.528588,0.103673,-0.113145,0.006362,-0.006829,0.057498,0.0125026,-0.091179
0.518861,0.102054,-0.177795,0.004893,-0.006769,0.065611,0.022295,-0.1360928,,,0.531875,0.105575,-0.135004,0.003815,-0.006904,0.063416,0.01984725,0.093186,,,0.531452,0.103322,-0.130253,0.004374,-0.006571,0.070622,0.0103147,-0.070585
0.520677,0.101713,-0.191931,0.004624,-0.006576,0.067152,0.021767,-0.142495,,,0.535108,0.105124,-0.143076,0.003526,-0.006711,0.069033,0.019202625,0.088784,,,0.534559,0.102879,-0.150282,0.004223,-0.006377,0.071261,0.0101541,-0.076117
0.522067,0.101436,-0.203225,0.004609,-0.006359,0.072783,0.021742,-0.1338488,,,0.537485,0.104762,-0.159569,0.003499,-0.006519,0.072695,0.019150875,0.088157,,,0.537159,0.102464,-0.164529,0.005165,-0.006199,0.068624,0.0111969,-0.088387
0.525136,0.10078,-0.21866,0.00491,-0.006137,0.076992,0.022354,-0.1295597,,,0.539582,0.10441,-0.174004,0.003887,-0.006308,0.078108,0.02003175,0.083448,,,0.538157,0.102295,-0.17204,0.005915,-0.005954,0.076049,0.0120252,-0.078953
0.527085,0.100334,-0.229321,0.005131,-0.005908,0.080723,0.022805,-0.1263297,,,0.541275,0.104099,-0.190076,0.004529,-0.006053,0.088403,0.021481875,0.067849,,,0.539202,0.102104,-0.188017,0.006127,-0.005718,0.078799,0.0122639,-0.078882
0.529005,0.099872,-0.243489,0.004606,-0.005682,0.082841,0.021767,-0.1283595,,,0.542738,0.103801,-0.210905,0.005112,-0.005794,0.093739,0.0228015,0.061886,,,0.541685,0.101609,-0.205336,0.005397,-0.005455,0.085366,0.0114653,-0.070361
0.531334,0.099275,-0.259237,0.004163,-0.005451,0.08617,0.020891,-0.1256446,,,0.544221,0.103472,-0.226638,0.00399,-0.005585,0.088926,0.020298375,0.077098,,,0.544554,0.100985,-0.221775,0.003654,-0.005194,0.092716,0.0095524,-0.060079
0.532653,0.098918,-0.268369,0.004278,-0.005214,0.090244,0.021134,-0.1197779,,,0.547302,0.102752,-0.232077,0.003535,-0.005361,0.090182,0.019290375,0.079587,,,0.547561,0.100284,-0.235866,0.005468,-0.005015,0.082964,0.011561,-0.085646
0.535039,0.098239,-0.284844,0.004386,-0.004973,0.093106,0.021363,-0.1174999,,,0.549761,0.102156,-0.243427,0.003598,-0.005129,0.09374,0.019445625,0.077018,,,0.547758,0.100236,-0.236233,0.006881,-0.004779,0.083831,0.013123,-0.08843
0.536857,0.097694,-0.296612,0.004667,-0.004727,0.095446,0.02194,-0.1163847,,,0.551724,0.101656,-0.256913,0.003805,-0.004868,0.101427,0.01992375,0.065259,,,0.549377,0.099827,-0.253715,0.004907,-0.004459,0.097095,0.0109549,-0.064205
0.538332,0.097236,-0.305961,0.004931,-0.004464,0.0997,0.02248,-0.1075923,,,0.553556,0.101159,-0.274351,0.004147,-0.004599,0.106016,0.02070675,0.059286,,,0.553433,0.098729,-0.274288,0.004255,-0.004197,0.101216,0.0102443,-0.059327
0.541271,0.096288,-0.319071,0.004883,-0.004199,0.10249,0.022399,-0.1033066,,,0.555233,0.100672,-0.288506,0.004009,-0.004348,0.105411,0.020415375,0.063913,,,0.55499,0.098284,-0.283706,0.005789,-0.00398,0.095299,0.0119449,-0.075419
0.542686,0.095813,-0.328017,0.004984,-0.003931,0.104927,0.022617,-0.0996125,,,0.557341,0.100036,-0.297274,0.004193,-0.004078,0.10944,0.020847375,0.058458,,,0.555621,0.098098,-0.288989,0.006451,-0.003701,0.099258,0.0126819,-0.069948
0.545125,0.094967,-0.340506,0.0045,-0.003665,0.106865,0.021667,-0.0972002,,,0.559153,0.09947,-0.310474,0.004908,-0.003755,0.120167,0.022462875,0.038018,,,0.557847,0.097414,-0.30444,0.005252,-0.003393,0.107067,0.0113685,-0.055723
0.54646,0.094488,-0.347529,0.00455,-0.003395,0.109277,0.021783,-0.0924929,,,0.560474,0.099033,-0.330162,0.00415,-0.003481,0.116819,0.020784375,0.046861,,,0.56064,0.096508,-0.322007,0.0046,-0.003096,0.11283,0.010659,-0.045577
0.548691,0.093664,-0.359517,0.004496,-0.003123,0.111087,0.021692,-0.0892918,,,0.563127,0.098108,-0.335558,0.002555,-0.003238,0.111854,0.01722375,0.059342,,,0.563132,0.09566,-0.333457,0.004883,-0.002843,0.109618,0.0109824,-0.054311
0.550277,0.093062,-0.365903,0.004692,-0.002852,0.111978,0.022104,-0.0887852,,,0.566567,0.096903,-0.339114,0.002601,-0.002983,0.112902,0.017348625,0.059069,,,0.564232,0.095278,-0.336878,0.00633,-0.002599,0.105535,0.0125873,-0.064723
0.553412,0.091838,-0.378431,0.005017,-0.002574,0.113494,0.022773,-0.0853546,,,0.568474,0.096221,-0.348453,0.002497,-0.002726,0.114358,0.017134875,0.057607,,,0.56509,0.094973,-0.34415,0.005976,-0.002302,0.109298,0.0122067,-0.05772
0.55522,0.09111,-0.385992,0.00476,-0.002296,0.114487,0.022277,-0.0832177,,,0.570516,0.095469,-0.357963,0.002781,-0.002453,0.119094,0.01779075,0.048777,,,0.567705,0.094017,-0.357623,0.003553,-0.001989,0.116886,0.009548,-0.042206
0.556485,0.09059,-0.392914,0.004154,-0.002007,0.118287,0.021081,-0.070364,,,0.572196,0.094829,-0.370511,0.002778,-0.002182,0.120049,0.01780425,0.047418,,,0.571301,0.092649,-0.368303,0.003795,-0.001727,0.115383,0.0098263,-0.046091
0.558725,0.08965,-0.401194,0.004023,-0.001732,0.11856,0.020839,-0.0698013,,,0.574127,0.094068,-0.379031,0.002774,-0.001914,0.12016,0.01781775,0.047558,,,0.572999,0.091988,-0.374365,0.0051,-0.001473,0.11227,0.011275,-0.053173
0.560005,0.089103,-0.407083,0.004299,-0.001453,0.119563,0.02141,-0.0660001,,,0.576052,0.093294,-0.386455,0.003103,-0.001635,0.121955,0.01857825,0.043716,,,0.573847,0.091653,-0.379367,0.006563,-0.001204,0.111731,0.0128964,-0.054342
0.561699,0.088365,-0.414275,0.004626,-0.001174,0.119598,0.022083,-0.0651518,,,0.577666,0.092626,-0.395306,0.003205,-0.001353,0.124024,0.018828,0.038933,,,0.574691,0.091311,-0.388053,0.004848,-0.000867,0.120671,0.0110143,-0.034246
0.564197,0.087254,-0.422422,0.004626,-0.000892,0.120405,0.022102,-0.0609477,,,0.579485,0.091859,-0.40417,0.003766,-0.001054,0.128259,0.020106,0.028999,,,0.577775,0.090024,-0.400817,0.004339,-0.000585,0.120627,0.0104654,-0.033518
0.565881,0.086493,-0.425351,0.004856,-0.000606,0.121335,0.02258,-0.0556811,,,0.580878,0.091254,-0.414936,0.003562,-0.000778,0.125366,0.01967175,0.034006,,,0.580984,0.088647,-0.407825,0.004135,-0.000323,0.117946,0.0102531,-0.038407
0.568206,0.085431,-0.431768,0.004631,-0.000319,0.12226,0.022148,-0.0499079,,,0.582961,0.090332,-0.418306,0.003893,-0.000499,0.124174,0.020440125,0.035182,,,0.582238,0.088103,-0.410886,0.005453,-5.60E-05,0.116707,0.011715,-0.039922
0.569858,0.084662,-0.438619,0.004433,-4.50E-05,0.120703,0.021773,-0.0529118,,,0.584555,0.089619,-0.423105,0.00405,-0.00022,0.123523,0.02081475,0.034953,,,0.582934,0.087798,-0.415638,0.006419,0.000232,0.118121,0.0127864,-0.035219
0.57114,0.084057,-0.443557,0.004542,0.000231,0.120614,0.022008,-0.050185,,,0.586307,0.088825,-0.428171,0.004133,7.10E-05,0.125709,0.0210195,0.028278,,,0.58432,0.087179,-0.424055,0.00521,0.000523,0.119841,0.0114642,-0.02953
0.574428,0.082485,-0.448848,0.004626,0.000514,0.121982,0.022192,-0.0415677,,,0.588123,0.087988,-0.435796,0.004319,0.000353,0.124986,0.02145825,0.027604,,,0.588051,0.085477,-0.430558,0.003142,0.000795,0.120376,0.0091993,-0.026425
0.575818,0.081812,-0.451928,0.004889,0.000802,0.123431,0.022733,-0.0320596,,,0.589842,0.087183,-0.440234,0.004659,0.00064,0.125663,0.02224125,0.023628,,,0.590716,0.084246,-0.435623,0.004625,0.001044,0.115731,0.0108427,-0.034393
0.577253,0.081117,-0.451838,0.003915,0.001082,0.123694,0.0208,-0.0265924,,,0.59142,0.086434,-0.445789,0.004446,0.00091,0.123,0.021785625,0.026745,,,0.591359,0.083947,-0.435774,0.006516,0.001288,0.11191,0.0129349,-0.040526
0.579436,0.08005,-0.457226,0.00388,0.001355,0.122898,0.020747,-0.0247326,,,0.593498,0.085439,-0.447721,0.004134,0.001186,0.122381,0.0211005,0.02523,,,0.591588,0.08384,-0.438677,0.004952,0.001608,0.119573,0.0112178,-0.020715
0.581092,0.07923,-0.46061,0.004385,0.001609,0.118785,0.021777,-0.0350142,,,0.595663,0.084393,-0.451412,0.004677,0.001486,0.126914,0.022332375,0.012149,,,0.594741,0.082336,-0.448604,0.004568,0.001867,0.117579,0.0108042,-0.022191
0.582337,0.078609,-0.46408,0.00443,0.00188,0.119378,0.02188,-0.027456,,,0.597049,0.083714,-0.459967,0.004323,0.001749,0.12302,0.02155725,0.017292,,,0.59784,0.080839,-0.452195,0.003881,0.002128,0.116791,0.0100573,-0.020872
0.585684,0.076926,-0.466827,0.004629,0.002151,0.119732,0.022291,-0.0203755,,,0.599249,0.082624,-0.459807,0.003996,0.002013,0.120719,0.020838375,0.01887,,,0.599479,0.080041,-0.453578,0.005734,0.002373,0.113619,0.0121044,-0.02469
0.587447,0.076037,-0.467307,0.005006,0.002426,0.120696,0.023055,-0.0105818,,,0.601426,0.081544,-0.460949,0.003974,0.002275,0.119316,0.0208035,0.018374,,,0.599706,0.07993,-0.45385,0.006415,0.002641,0.114631,0.012859,-0.018984
0.588599,0.075456,-0.467057,0.004248,0.002695,0.120677,0.021551,-0.0041337,,,0.603329,0.080596,-0.4627,0.004206,0.002534,0.118374,0.021340125,0.016758,,,0.60175,0.078924,-0.460487,0.004717,0.002913,0.116197,0.0109967,-0.011794
0.590745,0.074372,-0.467604,0.003878,0.002952,0.118792,0.020822,-0.0044754,,,0.605004,0.079759,-0.464619,0.004542,0.002792,0.117535,0.0221085,0.014716,,,0.605194,0.07721,-0.463178,0.003382,0.003167,0.115482,0.0095337,-0.009585
0.592371,0.073548,-0.469225,0.004324,0.003199,0.115968,0.021725,-0.0082222,,,0.606587,0.078963,-0.466349,0.004421,0.003056,0.118148,0.021844125,0.009295,,,0.607458,0.076078,-0.464296,0.005397,0.003408,0.112851,0.0117568,-0.0115
0.593906,0.07277,-0.470013,0.004438,0.003448,0.114744,0.021964,-0.0057759,,,0.608575,0.077959,-0.469238,0.004152,0.003314,0.118048,0.02124675,0.005272,,,0.607548,0.076032,-0.46401,0.006498,0.003653,0.11192,0.0129734,-0.009521
0.596749,0.071323,-0.471888,0.004755,0.003697,0.114275,0.022604,-0.0002815,,,0.610696,0.076881,-0.47112,0.004293,0.003567,0.116857,0.021574125,0.003492,,,0.608996,0.075306,-0.465135,0.003852,0.003901,0.112026,0.0100661,-0.005097
0.598439,0.070461,-0.471231,0.004719,0.003943,0.113863,0.022539,0.005677,,,0.612455,0.075984,-0.471615,0.00454,0.003813,0.115178,0.022138875,0.002691,,,0.612705,0.073441,-0.466784,0.004001,0.004134,0.109936,0.0102333,-0.005442
0.599657,0.069839,-0.472618,0.004354,0.004192,0.114173,0.021812,0.0146479,,,0.614124,0.075133,-0.471328,0.004433,0.004056,0.114027,0.021904875,0.000629,,,0.614739,0.072417,-0.466321,0.005462,0.00437,0.109266,0.0118448,-0.002535
